5,4,5096,821803,1.17,halifax
5,3,4343,1400000,1.06,halifax
4,4,2186,234022,0.31,inland
4,4,4331,932602,0.82,halifax
3,3,1893,1063817,0.47,beach
2,1,1124,127532,0.14,inland
3,2,2340,618088,0.26,beach
2,1,816,185757,0.1,inland
4,4.5,3267,1088283,0.5,halifax
2,1,1361,135266,0.1,inland
3,2,1558,195190,0.15,inland
4,2.5,4360,980384,0.37,halifax
3,3,2436,1155596,0.41,beach
3,2,1120,186988,0.53,inland
2,1,802,147204,0.09,inland
3,2,1400,153793,0.16,inland
3,4,3212,617411,0.44,halifax
3,2,2972,1017912,0.26,beach
3,3,2503,882906,0.17,beach
3,3.5,3168,721175,0.41,beach
3,2,2419,194249,0.15,inland
4,2,2400,177928,0.17,inland
7,9,6063,2166605,0.57,beach
4,3,2135,572916,0.24,halifax
2,3,1456,520750,0.42,halifax
4,3,1700,238633,0.04,inland
2,2,1283,259503,0.14,inland
3,2,2304,795941,1.26,halifax
2,1,1368,136407,0.1,inland
2,1.5,986,720100,0.24,beach
2,1,1078,661038,0.21,beach
5,2.5,1926,1112296,0.73,beach
3,2,2231,763287,0.19,beach
4,4,6446,1731496,0.74,halifax
3,2.5,2130,1082853,0.47,beach
3,2,2060,499857,0.16,halifax
2,2,1986,250856,0.14,inland
3,3,1747,248711,0.19,inland
2,1,1600,195857,0.1,inland
3,8,16182,2700319,3.81,halifax
3,2.5,2812,858175,0.25,halifax
2,1,1344,184759,0.1,inland
2,1,899,177760,0.14,inland
2,1,700,130191,0.14,inland
4,2,1315,188649,0.14,inland
3,2,1422,722798,0.2,beach
4,3,4371,899283,0.91,halifax
3,1,1206,160413,0.13,inland
4,4,2123,278655,0.14,inland
4,5,3763,903898,1.45,halifax
4,3,2188,181641,0.11,inland
2,2,1590,150815,0.14,inland
3,3,1595,718077,0.27,beach
4,5,6738,2311046,1.73,halifax
1,1,360,288582,0.15,inland
3,2,1222,169880,0.11,inland
2,1,1368,136407,0.1,inland
2,1,1400,101701,0.09,inland
4,5,2920,1499900,0.86,beach
3,2,1147,173717,0.14,inland
3,2,1370,224643,0.1,inland
2,2.5,971,138333,0.14,inland
3,2.5,2777,1370564,0.4,beach
2,1,1275,199076,0.13,inland
5,4,3600,917639,0.2,beach
3,3,6332,1642873,0.57,beach
2,1,1600,195857,0.1,inland
2,1,800,166878,0.11,inland
3,2,1871,655286,0.6,halifax
4,2,2268,952769,0.65,beach
2,1,1230,151361,0.1,inland
7,7,3725,772478,0.9,halifax
3,6,5713,1375000,0.77,beach
7,3,2279,126634,0.1,inland
4,4,2808,886232,0.62,halifax
3,2,1637,830662,0.29,beach
3,2,1895,308481,0.11,inland
3,3,2069,213691,0.17,inland
2,1,900,133083,0.1,inland
4,3,3022,898122,0.19,beach
6,3,1844,181439,0.08,inland
3,2,1938,768848,0.43,halifax
3,2,1164,109888,0.13,inland
2,1,864,127754,0.12,inland
6,6,2808,837994,0.39,beach
3,2,1422,722798,0.2,beach
4,3.5,2900,237734,0.11,inland
3,2,3963,1599000,0.73,beach
1,1,1004,140339,0.1,inland
3,2,2100,710358,0.16,beach
2,2,1704,114803,0.06,inland
5,6,6882,1717595,0.41,halifax
2,2,1179,171100,0.08,inland
7,7,5301,2320760,0.32,beach
2,1,1195,459432,0.38,halifax
4,8.5,13654,2905799,3.39,halifax
3,2.5,1592,245460,0.15,inland
2,1,1224,180536,0.11,inland
4,2,2690,244956,0.22,inland
4,7.5,6793,1705318,0.92,halifax
3,2,2804,566248,0.22,halifax
3,2,660,271857,0.14,inland
4,5,5793,1478318,0.27,beach
3,2,952,80564,0.09,inland
3,3,1388,244598,0.26,inland
2,2,1136,198606,0.1,inland
2,1,1130,180158,0.09,inland
3,2.5,2624,1184340,0.41,beach
2,2,1000,186071,0.09,inland
2,1.5,1484,819767,0.36,beach
2,2,847,187841,0.12,inland
3,2,2876,261983,0.2,inland
3,2,1362,191567,0.13,inland
4,4,4078,1539130,0.22,beach
3,2,1300,192785,0.05,inland
3,2,1930,236853,0.13,inland
2,1,800,193957,0.12,inland
3,2.5,2253,450052,0.23,halifax
4,3,2204,114803,0.06,inland
2,1,800,131147,0.07,inland
4,4,1790,131860,0.09,inland
2,1,720,147504,0.1,inland
5,8,8194,2200000,0.6,halifax
3,2,2507,806821,0.54,halifax
3,3,1748,980038,0.34,beach
3,2,2579,801883,1.19,halifax
6,6,6450,2054195,3.03,halifax
2,1,938,200262,0.15,inland
3,2,1300,98878,0.12,inland
4,3.5,4782,1384999,1.33,halifax
2,2,1312,149779,0.15,inland
2,1,1391,235100,0.12,inland
4,6,4267,1716893,1.32,halifax
5,4,7947,1799000,0.65,beach
2,2,1152,251124,0.17,inland
4,3,1899,198751,0.12,inland
3,2,1836,791038,1.28,halifax
4,2,2240,1032314,0.43,beach
4,3,1879,235737,0.19,inland
3,1,1356,209156,0.19,inland
3,2,1137,151031,0.11,inland
4,4,2380,311585,0.07,inland
3,2,1209,213697,0.23,inland
4,2.5,1932,740814,0.17,beach
4,3.5,3088,1347478,0.46,beach
2,2,1383,540392,0.42,halifax
2,1,1212,761877,0.17,beach
3,2,2900,307031,0.28,inland
3,3,1142,255228,0.18,inland
4,2,2036,236768,0.11,inland
2,1,1560,511712,0.21,beach
4,2,2316,158155,0.14,inland
2,2,1272,180841,0.11,inland
3,2,1064,788466,0.28,beach
3,3,2761,341681,0.24,inland
2,2,1311,977379,0.34,beach
4,2,1590,665390,0.43,halifax
4,4.5,6285,978295,0.79,halifax
4,3.5,4782,1384999,1.33,halifax
3,2,2145,860000,0.41,beach
3,3,1343,216831,0.11,inland
3,2,1808,325100,0.48,inland
2,2.5,2249,1527162,1.46,beach
6,4,2600,237984,0.16,inland
3,2.5,2226,588911,0.22,halifax
3,3,1440,947037,0.62,beach
4,3,3818,287383,0.34,inland
3,2,1364,847163,0.65,beach
3,2,1118,179688,0.1,inland
2,1.5,1056,745990,0.42,beach
2,2,1208,1098942,0.42,beach
3,2,1463,358447,0.2,halifax
1,2,2209,152555,0.3,inland
4,3,3686,948468,0.19,beach
3,4.5,3227,830102,0.58,beach
3,2,2278,662243,0.18,beach
3,2,1506,671401,0.17,beach
4,3,1700,238633,0.14,inland
4,4.5,4859,1447840,0.73,halifax
2,2,1256,219746,0.11,inland
2,1,800,131040,0.07,inland
3,2,1314,209483,0.13,inland
2,1,1514,206563,0.14,inland
3,2,2208,790213,0.86,halifax
4,3.5,3764,1155361,1.68,halifax
3,1,1314,172670,0.1,inland
6,6,7519,1402673,1.22,halifax
6,4,2622,301762,0.17,inland
3,2,1738,817222,0.23,beach
4,6,5512,1456105,0.8,halifax
4,4,4864,1146844,0.72,halifax
3,1,1197,184863,0.1,inland
2,2,1149,81075,0.09,inland
4,6,5760,2456443,0.84,beach
3,2,1733,219169,0.14,inland
2,2,1442,178050,0.11,inland
3,4,3519,1012950,0.41,beach
4,4,2726,280612,0.11,inland
2,1,942,113986,0.09,inland
4,3,3022,898122,0.19,beach
4,2,1742,188643,0.08,inland
3,4.5,3876,1068701,0.51,halifax
2,1,1090,156081,0.11,inland
4,2,2222,524814,0.54,halifax
4,2,2328,468600,0.42,halifax
3,2,1045,134322,0.13,inland
2,1,1020,189390,0.21,inland
2,1,1103,236004,0.13,inland
3,2,1257,234843,0.12,inland
5,4,3600,917639,0.2,beach
2,1,1011,181867,0.16,inland
3,3,2117,956098,0.4,beach
3,3,2863,777971,0.45,halifax
3,2.5,3112,800617,0.41,beach
3,3,1343,22990,0.11,inland
5,4.5,4204,952550,0.87,halifax
4,2.5,3438,368733,1,inland
3,1,1162,196546,0.1,inland
3,2,1793,267947,0.14,inland
3,1,1204,198112,0.18,inland
4,6,7280,2750000,0.65,halifax
